timestamp,ticker,action,sentiment,quantity,price
2025-08-21 11:01:00,ESU2025,sell,flat,4,6406.00
2025-08-21 11:24:00,ESU2025,buy,long,4,6404.50
2025-08-21 11:24:00,ESU2025,sell,flat,4,6405.50
2025-08-21 11:52:00,ESU2025,sell,short,4,6397.00
2025-08-21 11:52:00,ESU2025,buy,flat,4,6396.00
2025-08-21 12:59:00,ESU2025,sell,short,4,6379.00
2025-08-21 12:59:00,ESU2025,buy,flat,4,6381.00
2025-08-21 14:57:00,ESU2025,buy,long,4,6394.25
2025-08-21 14:58:00,ESU2025,sell,flat,4,6395.25
2025-08-21 19:53:00,ESU2025,buy,long,4,6398.00
2025-08-21 20:00:00,ESU2025,sell,flat,4,6396.00
2025-08-21 23:59:00,ESU2025,sell,short,4,6386.25
2025-08-22 01:20:00,ESU2025,buy,flat,4,6385.25
2025-08-22 02:03:00,ESU2025,sell,short,4,6384.00
2025-08-22 02:03:00,ESU2025,buy,flat,4,6383.00
2025-08-22 05:52:00,ESU2025,buy,long,4,6402.25
2025-08-22 06:01:00,ESU2025,sell,flat,4,6403.25
2025-08-22 09:07:00,ESU2025,buy,long,4,6404.00
2025-08-22 09:18:00,ESU2025,sell,flat,4,6405.00
2025-08-24 20:03:00,ESU2025,buy,long,4,6485.75
2025-08-24 20:05:00,ESU2025,sell,flat,4,6486.75
2025-08-24 22:33:00,ESU2025,sell,short,4,6474.50
2025-08-24 22:51:00,ESU2025,buy,flat,4,6473.25
2025-08-25 01:10:00,ESU2025,buy,long,4,6480.25
2025-08-25 01:11:00,ESU2025,sell,flat,4,6481.00
2025-08-25 01:46:00,ESU2025,buy,long,4,6480.75
2025-08-25 01:57:00,ESU2025,sell,flat,4,6481.75
2025-08-25 04:21:00,ESU2025,sell,short,4,6472.00
2025-08-25 04:56:00,ESU2025,buy,flat,4,6471.00
2025-08-25 11:05:00,ESU2025,buy,long,4,6474.75
2025-08-25 11:05:00,ESU2025,sell,flat,4,6475.75
2025-08-25 11:53:00,ESU2025,buy,long,4,6479.00
2025-08-25 11:53:00,ESU2025,sell,flat,4,6480.00
2025-08-25 21:40:00,ESU2025,sell,short,4,6444.75
2025-08-25 21:50:00,ESU2025,buy,flat,4,6443.75
2025-08-26 00:04:00,ESU2025,sell,short,4,6446.00
2025-08-26 00:44:00,ESU2025,buy,flat,4,6445.00
2025-08-26 03:50:00,ESU2025,sell,short,4,6441.50
2025-08-26 03:50:00,ESU2025,buy,flat,4,6440.00
2025-08-26 06:01:00,ESU2025,buy,long,4,6450.50
2025-08-26 06:03:00,ESU2025,sell,flat,4,6451.50
2025-08-26 08:15:00,ESU2025,sell,short,4,6444.50
2025-08-26 08:15:00,ESU2025,buy,flat,4,6443.50
2025-08-26 09:33:00,ESU2025,buy,long,4,6455.25
2025-08-26 09:33:00,ESU2025,sell,flat,4,6456.25
2025-08-26 10:11:00,ESU2025,buy,long,4,6458.25
2025-08-26 10:11:00,ESU2025,sell,flat,4,6456.00
2025-08-26 10:56:00,ESU2025,buy,long,4,6459.75
2025-08-26 10:56:00,ESU2025,sell,flat,4,6457.75
2025-08-26 13:27:00,ESU2025,buy,long,4,6463.50
2025-08-26 13:28:00,ESU2025,sell,flat,4,6464.25
2025-08-26 15:51:00,ESU2025,buy,long,4,6478.75
2025-08-26 15:53:00,ESU2025,sell,flat,4,6479.75
2025-08-26 22:17:00,ESU2025,buy,long,4,6488.25
2025-08-26 22:25:00,ESU2025,sell,flat,4,6489.25
2025-08-26 23:03:00,ESU2025,buy,long,4,6487.25
2025-08-26 23:10:00,ESU2025,sell,flat,4,6488.25
2025-08-27 00:18:00,ESU2025,buy,long,4,6487.75
2025-08-27 04:15:00,ESU2025,sell,short,8,6479.75
2025-08-27 04:35:00,ESU2025,buy,flat,4,6478.75
2025-08-27 06:27:00,ESU2025,buy,long,4,6485.75
2025-08-27 07:22:00,ESU2025,sell,flat,4,6486.75
2025-08-27 10:57:00,ESU2025,buy,long,4,6492.00
2025-08-27 11:10:00,ESU2025,sell,flat,4,6493.00
2025-08-27 18:09:00,ESU2025,sell,short,4,6475.75
2025-08-27 18:11:00,ESU2025,buy,flat,4,6480.25
2025-08-27 19:02:00,ESU2025,sell,short,4,6476.50
2025-08-27 19:25:00,ESU2025,buy,flat,4,6475.50
2025-08-28 03:53:00,ESU2025,buy,long,4,6501.75
2025-08-28 03:53:00,ESU2025,sell,flat,4,6502.75
2025-08-28 06:40:00,ESU2025,sell,short,4,6495.50
2025-08-28 06:40:00,ESU2025,buy,flat,4,6494.50
2025-08-28 08:32:00,ESU2025,buy,long,4,6499.00
2025-08-28 08:32:00,ESU2025,sell,flat,4,6500.00
2025-08-28 11:58:00,ESU2025,buy,long,4,6499.00
2025-08-28 12:06:00,ESU2025,sell,flat,4,6500.00
2025-08-28 13:25:00,ESU2025,buy,long,2,6507.50
2025-08-28 13:26:00,ESU2025,sell,flat,2,6508.50
2025-08-29 01:21:00,ESU2025,sell,short,4,6509.75
2025-08-29 02:52:00,ESU2025,buy,flat,4,6508.75
2025-08-29 03:09:00,ESU2025,buy,long,4,6511.25
2025-08-29 03:25:00,ESU2025,sell,short,8,6508.50
2025-08-29 03:25:00,ESU2025,buy,flat,4,6507.50
2025-08-29 06:03:00,ESU2025,sell,short,4,6494.25
2025-08-29 06:56:00,ESU2025,buy,flat,4,6493.25
2025-08-29 11:51:00,ESU2025,sell,short,4,6461.50
2025-08-29 11:52:00,ESU2025,buy,flat,4,6465.25
2025-08-29 15:58:00,ESU2025,buy,long,4,6475.75
2025-08-29 15:58:00,ESU2025,sell,flat,4,6473.75
2025-08-31 20:47:00,ESU2025,buy,long,2,6489.25
2025-08-31 21:53:00,ESU2025,sell,flat,3,6484.25
2025-08-31 23:20:00,ESU2025,sell,short,3,6474.75
2025-08-31 23:20:00,ESU2025,buy,flat,3,6473.75
2025-09-01 01:10:00,ESU2025,sell,short,3,6466.25
2025-09-01 01:12:00,ESU2025,buy,flat,3,6465.25
2025-09-01 02:02:00,ESU2025,sell,short,3,6466.00
2025-09-01 02:03:00,ESU2025,buy,flat,3,6465.00
2025-09-01 08:46:00,ESU2025,sell,short,3,6471.75
2025-09-01 08:56:00,ESU2025,buy,flat,3,6470.75
2025-09-01 09:45:00,ESU2025,buy,long,3,6475.50
2025-09-01 09:46:00,ESU2025,sell,flat,3,6476.50
2025-09-01 11:23:00,ESU2025,buy,long,3,6481.00
2025-09-01 11:29:00,ESU2025,sell,flat,3,6482.00
2025-09-01 12:33:00,ESU2025,buy,long,3,6481.75
2025-09-01 12:39:00,ESU2025,sell,flat,3,6482.75
2025-09-01 21:37:00,ESU2025,buy,long,3,6475.25
2025-09-01 21:49:00,ESU2025,sell,flat,3,6476.25
2025-09-02 14:51:00,ESU2025,buy,long,3,6408.00
2025-09-02 14:51:00,ESU2025,sell,flat,3,6409.00
2025-09-03 01:26:00,ESU2025,sell,short,3,6428.25
2025-09-03 01:26:00,ESU2025,buy,flat,3,6427.25
2025-09-03 03:05:00,ESU2025,buy,long,3,6436.75
2025-09-03 03:18:00,ESU2025,sell,flat,3,6430.75
2025-09-03 03:38:00,ESU2025,buy,long,3,6438.00
2025-09-03 03:44:00,ESU2025,sell,flat,3,6439.00
2025-09-03 06:29:00,ESU2025,buy,long,3,6455.75
2025-09-03 06:30:00,ESU2025,sell,flat,3,6456.75
2025-09-03 09:49:00,ESU2025,sell,short,3,6443.25
2025-09-03 09:49:00,ESU2025,buy,flat,3,6445.75
2025-09-03 12:39:00,ESU2025,sell,short,3,6443.25
2025-09-03 12:40:00,ESU2025,buy,flat,3,6442.25
2025-09-03 13:38:00,ESU2025,sell,short,3,6440.50
2025-09-03 13:40:00,ESU2025,buy,flat,3,6439.50
2025-09-04 01:17:00,ESU2025,buy,long,3,6467.00
2025-09-04 01:17:00,ESU2025,sell,flat,3,6468.00
2025-09-04 18:51:00,ESU2025,buy,long,3,6516.00
2025-09-04 18:57:00,ESU2025,sell,flat,3,6517.00
2025-09-04 20:09:00,ESU2025,sell,flat,3,6518.00
2025-09-04 20:15:00,ESU2025,sell,flat,3,6519.00
2025-09-05 01:17:00,ESU2025,buy,long,3,6522.00
2025-09-05 01:32:00,ESU2025,sell,flat,3,6523.00
2025-09-05 07:15:00,ESU2025,buy,long,3,6525.50
2025-09-05 07:22:00,ESU2025,sell,flat,3,6526.50
